N,0,1,2,4,8
512,0.002914,0.032195,0.036759,0.008563,0.009352
1024,0.017477,0.17456,0.156903,0.086464,0.071731
2048,0.074605,3.384552,2.579172,1.508755,0.774031
4096,0.58507,38.10848,32.018553,13.69717,7.613065
